Symbol,Final Weighted Rating,GPM,ROA,ROE,Gross Profit Growth,Net Income Growth,EPS Growth,Unweighted Rating
SCHW,51.367501730769455,0.0,0.012598425196850394,0.17033800873764085,0.0,0.0561733675506,0.0890688259109,5
HZN,50.419103063074424,0.16928054591446556,-0.39121511460631053,3.2008788449466414,-0.306936416185,56.4535211268,57.1428571429,3
EXEL,50.000421436072884,0.9658009351347162,0.17023763436868594,0.19040196444776597,0.129550272031,-0.534812410335,-0.543103448276,5
UCBI,49.84877852132811,0.0,0.013211521783807962,0.11396558892500724,0.0,0.650284136067,0.478571428571,5
TCPC,48.80525083952205,0.7505210311032093,0.027402774343107242,0.05475889936383338,-0.0741,-0.3306,-0.3529,4
AVX,48.73345323563784,0.26949754156458067,0.09661789556524453,0.11400691222978131,0.514394942013,54.3590631365,52.6666666667,4
ETFC,47.03093610816014,0.0,0.016183868436841376,0.16031697653154525,0.0,0.71335504886,0.805555555556,5
LX,43.80409892710833,0.39646982135865644,0.1585577248843788,0.48147215636921004,1.1845,71.8313,23.3626,4
KBAL,43.49815570771462,0.33141770932336895,0.1078905080265229,0.18173587694581736,0.149499200708,0.142425738262,0.163043478261,4
SD,42.60488157694788,0.0,-0.7393666826287789,-1.116418852434576,0.0,48.5101928375,47.7692307692,4
RAMP,41.92610311016863,0.5773475246831454,0.6983089949087216,0.7728601356144127,-0.634339313036,42.8052385009,44.7,5
FLS,40.81278738598982,0.30992421463284303,0.025923704318436696,0.07286726358828849,0.0943994575157,44.124811463,44.5,4
ADMS,40.38851992195511,0.9165034683456266,-0.6486636490336586,117.78947368421052,0.56130847275,-0.197047305705,-0.219712525667,4
DSKE,38.88640144718796,0.6559009786989062,-0.26950727687182185,-2.2162941600576787,-0.226011134624,58.2635434741,29.375,4
CHMI,38.36862742408727,0.6965959633547747,-0.017637437122702392,-0.12759678769104282,-2.6914890849,-2.63017381518,-2.42660550459,5
SHLO,38.27524625476483,0.08587787888010603,-0.030608064251309287,-0.11907661449192307,-0.219811361385,-2.73769492116,-2.73469387755,4
GARS,37.778213811815974,0.8368057346191532,-0.003121242306028581,-0.009312541441697452,0.045,-1.2526,-1.2564,4
PH,36.48380539258603,0.25256691119558466,0.08604373178340177,0.25366854473748524,0.021835820419,0.425681159803,0.457393483709,4
EBMT,36.141356577764874,0.0,0.010312446645040123,0.08936453529948463,0.0,1.18225612204,0.836956521739,5
NSP,33.50248149764105,0.1698649579447873,0.10831500592116393,37.04314783035058,0.0748266997503,0.115838213465,0.148148148148,5
FLY,33.41979195236837,0.9939110540546355,0.020282401019100563,0.12209340416743815,0.1854,31.9958,31.0,5
GOGL,32.78121214615166,0.38059200999893306,0.02864278565024731,0.05548692757260855,0.8065,37.003,30.5,4
IT,32.745948948424946,0.5392732503004688,0.019746273224720445,0.14393769313681815,0.259243466011,36.3455321744,32.75,4
REDU,32.6361764087184,0.5467132326119746,0.06267959911862118,0.3136729163699431,0.2876,3.8531,3.5665,5
KFFB,31.758841620036105,0.0,0.0024548705902270756,0.012251425812486798,0.0,-0.131550802139,-0.0909090909091,5
SPNS,31.73905998607683,0.37820625666621793,0.03638499201562562,0.0685670798432184,0.1717,38.1619,27.0,4
TAL,31.40881024940228,0.5456647407865207,0.09832049607358964,0.14785563908079205,0.6795,0.8506,0.7056,4
MED,31.268070499000242,0.7522475310787028,0.400281526614026,0.743246336996337,0.413159813529,0.396619405259,0.41755888651,5
GSM,31.135606708225012,0.36353130422622665,0.020557797588021943,0.05683346198454363,0.1839,65.3968,0.0,4
CTO,30.92141939005626,0.8419121045286551,0.16347947323516596,0.4028291914036194,-0.435313701377,2.09334663159,2.40680473373,5
OLLI,30.743112858768765,0.3945386980107215,0.08841363523314374,0.13328170670091652,0.116422955043,0.0453067482391,0.0324074074074,5
RBCN,30.671270123833384,0.30686330119115146,-0.032958823022326944,-0.03450142878628365,66.625,-2.19106957425,-2.2,4
CFG,29.824671880437236,0.0,0.010806538227148485,0.08067204179991892,0.0,0.0406740267286,0.0790960451977,4
LADR,29.110425220072628,0.0,0.01838989424742456,0.08410267733770745,0.0,-0.31869566425,-0.372972972973,5
ALXN,29.091415174915657,0.9209593075674701,0.1370393169408251,0.21330222324739614,0.223508743911,29.9832474227,29.7714285714,4
HIW,28.83363221931781,0.6623395504491296,0.02616263454985789,0.06245595027311411,-3.02710468864,-0.206167364461,-0.207317073171,5
HVT,28.123536813172176,0.5460731069921356,0.0688515353980994,0.11035615321033103,0.00363883188776,0.438054567023,0.45,4
AAOI,28.027025772264683,0.24205226539251434,-0.1414855673967761,-0.2412361118212963,-0.473630843198,29.7777260019,29.0909090909,4
CI,27.730700671124072,0.3639998437154058,0.032765416565023686,0.11257664652168159,0.274551382904,0.935532802427,0.270346117867,4
TNET,27.35288274528355,0.9364626556016598,0.07714701601164484,0.4463157894736842,0.102932193036,0.104166666667,0.117647058824,5
VCTR,27.275535614527314,0.0,0.052752253025564806,0.17195758834367347,0.0,0.451886851689,0.427083333333,5
NBHC,27.138873293605187,0.0,0.013631555664715803,0.10478928701820268,0.0,0.307789946461,0.285,5
PSEC,27.113108412605886,0.7157468309824132,0.02491128113608421,0.043700841581538134,0.0761,-0.5182,-0.5301,4
WPM,26.8351436675623,0.37270343521256605,0.06601421380929903,0.08258351450410255,-0.122,6.402,6.3846,4
FCPT,26.5880633555167,0.8774784220478927,0.05021610295490536,0.09992005404951695,0.12822878969,-0.118716473701,-0.178294573643,5
CNTY,26.079282335422004,0.9958483597355048,-0.02635163021048287,-0.11729513918655775,0.381315587082,-6.64378314673,-6.41666666667,4
TPRE,26.008073092985445,0.0,0.0583246649265894,0.14187305614840526,0.0,-1.63148898934,-1.66666666667,4
NVR,25.89223953774609,0.2054179182358103,0.2518047602397145,0.4407905286078111,0.0,0.483099264959,0.524861111111,5
BWFG,25.52166143377755,-2.409579667644184,0.009678128895080285,0.0998700636523627,0.0471537807986,0.0449148167269,0.0403587443946,5
SAH,25.451138071599626,0.3110991618006406,0.03540549270640021,0.15256402657171528,0.051788054283,1.79064859632,1.76859504132,5
TRNO,24.878179139455426,0.687096540219047,0.03522897805960911,0.05072058996775918,0.0,0.1919954798,0.147368421053,5
BPMC,24.871770772721938,0.0,-0.4381253193711074,-0.5647659119493853,0.0,0.597647837212,0.375,3
SCVL,24.72735220985488,0.30087183360973074,0.06829372316486679,0.14431519725049854,0.00931092067109,0.12531794939,0.183266932271,5
FUSB,23.800010424760426,0.7403693931398417,0.00314418155943829,0.0313455946221534,0.0819672131148,0.833734939759,0.775,4
LCUT,23.74566833923858,0.3472449387809531,-0.05768009526988155,-0.1879466987140155,-0.00221303815731,24.8226744186,23.0,4
Y,23.47513054526226,1.0,0.03185105499100611,0.09773605113539258,0.312691443207,20.6950352816,21.6870229008,4
OFED,23.35846422409005,1.0,0.04200636870751372,57.23076923076923,0.0,0.225700164745,0.22641509434,4
NYCB,23.170643516166823,0.0,0.007364596451646405,0.058858911029018905,0.0,-0.0648032631262,-0.0253164556962,5
AME,22.995037599845222,0.3424692191622065,0.08980687319562684,0.18339163237796452,0.145521726136,0.141551352224,0.138513513514,5
RCII,22.74511526357821,0.6157910625757532,0.1096450715757791,0.3781263413390622,-0.0261212154241,19.4364107395,18.9375,5
BNTC,22.234352277634123,1.0,0.14927441114048556,0.17303465764693743,39.6413,1.3344,1.2733,4
FEDU,22.047279333112208,0.48808108615403867,-0.000644812424962325,-0.0008432850793767253,-0.1927,-1.0128,-1.0088,4
ABR,21.986782152567567,0.0,0.023483931117097682,0.12098682138157674,0.0,0.645203918888,0.350877192982,5
NEON,21.753822827171174,33.55506607929515,-0.2310829179882193,-0.2584896097313735,-0.141746478873,-0.421659421659,3.33333333333,3
GLIBA,21.376860267665688,0.0,-0.10083373148645706,-0.20322969577552236,-1.0,35.0184360307,10.5571428571,3
COTY,20.959320447834315,0.6176793663641094,-0.2142153588370487,-0.8250016350912381,-0.0773110404864,21.4182464455,20.9130434783,3
LEN,20.42943304220845,0.10602975524886675,0.05936498827057071,0.11629989572428417,0.645673640956,1.09237859046,0.615384615385,5
SCM,20.425804006196635,0.7430982020952895,0.04977239701366051,0.11650059901041075,0.2986,0.1584,0.0789,5
CHUY,20.308508231542355,0.741643739870578,0.013932822052193719,0.031882258792629375,0.06734423839,0.122043690197,0.121212121212,4
CMA,20.17604291264268,0.0,0.017326103533000084,0.16344744904755562,0.0,0.662601626016,0.728132387707,5
PSXP,19.961501939855395,0.0,0.1325958913949145,0.3256880733944954,0.0,0.159547738693,0.0725,5
FTFT,19.344475819762557,-0.09719243363678305,-2.7006546770454305,1.8622067968943592,-1.00941541,31.1199140305,4.56737588652,4
PHM,19.245046554360627,0.2474236457374618,0.10046450517528008,0.21213558438302108,0.0,1.28527506535,1.45517241379,5
ARNA,18.790796011100237,0.9819290181057028,0.3385974041901913,0.37103871801692073,0.0,-14.5227388687,-13.6825396825,4
PZN,18.30135148459244,0.0,0.04242624791929888,0.26911334435822415,0.0,-0.386544874583,-0.397435897436,5
GTS,18.290844332281793,0.2101353661260593,0.032954854254927404,0.09841873573021566,0.514219355059,-2.46747338157,-2.44202898551,4
NTAP,18.120393154265695,0.641880898145135,0.1337375586317355,1.0724770642201835,0.066504460665,14.3815789474,15.4285714286,5
CSSE,18.034344133962055,0.2698573326816934,-0.188899159471606,-0.5834579195169969,0.0293805350708,15.176597466,17.25,4
AEL,17.99646453822784,0.9897764223828747,0.0035308776824425976,0.05384761315843198,1.27447584454,-0.462704359673,-0.467455621302,5
MS,17.72719958945548,-0.0,0.01009795304820371,0.11087812235588419,0.0,0.0336076817558,0.0935550935551,5
NTR,17.67756680458541,0.2745976777347729,0.07852402092215727,0.14628454452405323,6.7695,9.9266,13.6667,4
BIP,17.662025999021022,0.5253654342218401,0.011208310552214325,0.07398051245037893,0.2063,16.4545,15.75,4
BIP#,17.662025999021022,0.5253654342218401,0.011208310552214325,0.07398051245037893,0.2063,16.4545,15.75,4
BPMP,17.477347601007274,0.6786670610580067,0.23249540227338195,0.6988469383507472,0.210551403295,0.261744966443,0.244094488189,5
KNOP,17.196132173385678,0.796998454139471,0.0447321028035348,0.12782855587102795,0.2912,0.1935,0.098,4
EWBC,17.05013590781592,0.0,0.015251007690815045,0.1343336886813003,0.0,-0.0421571093405,-0.0473251028807,5
PRI,16.945960718812913,0.7594060718030269,0.02676627608908509,0.22172042086764768,0.0807233092508,0.130508432739,0.176870748299,4
PAGS,16.8811704920771,0.5052245926584837,0.07963956032253781,0.13880730989825024,0.5587,0.6206,0.3382,4
INS,16.435232279250798,0.5759203980099502,0.21307671307671308,0.24088576829597624,1.40815477429,12.200845666,13.2,4
BMRC,16.434987960222628,0.0,0.012647749770987855,0.10166567695961995,0.0,0.0496290846668,0.068085106383,5
JMP,16.407003913807152,0.0,-0.028442132052445744,-0.10616327324601219,0.0,1.99451303155,2.2,4
CASY,16.297429482183187,0.20899634445322365,0.054640968907984616,0.14472635329141967,0.104742699898,-0.35865342573,-0.340071343639,5
DEI,16.29141111900161,0.6816817233596888,0.03890269443672848,0.1341089027134973,0.0158360710507,2.13313405579,2.07352941176,5
LIVX,16.27005167749087,-1.2752554744525548,-0.6411314283773918,-3.990489274014583,33.596039604,1.64996491228,0.659090909091,4
FOSL,16.22710983894909,0.4957532808588311,-0.03263161699274396,-0.10409419267116453,-0.17960775652,14.056066705,13.8571428571,4
CFBK,16.066583458444526,1.0,0.0064253223563023945,0.0937904695010865,0.0,2.17459138187,24.5,4
IBKR,15.994248968571416,0.0,0.002246219097047826,0.11088154269972451,0.0,-0.0473372781065,-0.0826086956522,5
SNR,15.992088968224405,0.0,0.000917661521413545,0.008519638740244083,0.0,-1.01263844875,-1.0,4
NOG,15.938567836039677,0.8351098352474234,0.09556061104848551,0.3342659555907087,3.0795,16.629,5.0667,5
PAYC,15.924841322859198,1.3460313312238672,0.09006022631849381,0.4094511475625312,0.317307399334,1.05165626357,1.06086956522,5
MAIN,15.884042576389081,1.0,0.06587737416318311,0.11396166387430227,0.1342,-0.0141,-0.0698,5
ITW,15.809094759277396,0.4173889490790899,0.17236045729657026,0.7866789441375077,0.0264779350541,0.519264967398,0.561224489796,5
SELF,15.657514218694477,0.5977547223337651,0.010572896314550731,0.016649198099784022,0.1226,5.2344,5.0,5
FFG,15.641208911029068,0.7745472007187475,0.012042606796087787,0.08494592318932369,0.102145965317,0.345612145896,0.353723404255,4
EQC,15.624213776803288,0.6897402320553034,0.07726723787319034,0.08571475250887504,-1.0,8.19925141624,11.6470588235,5
ITIC,15.486143808313651,0.9807522533814346,0.11920740603199023,0.16439000428507228,0.149299768186,0.436963274255,0.465517241379,5
TROX,15.469057434096984,0.17562452687358063,-0.020690964312832193,-0.14572192513368984,-0.0682730923695,14.5714285714,12.0,4
NBEV,15.46613913359305,0.6019006101502514,-0.35772309162585114,-0.973557301544297,15.4289402905,6.40296662546,3.46153846154,4
ETN,15.443604967389863,0.3296867695184666,0.06739826245999085,0.1374829001367989,-0.00648069878839,0.0307692307692,0.0709939148073,4
PUMP,15.433580060252467,0.1685418306872968,0.13641349462778987,0.21804842259721202,0.0,12.7843494807,11.2352941176,4
BLMN,15.386988835629824,0.33800229937316834,0.03634414725707779,0.7665343837691233,0.0108590251958,0.219191768287,0.271929824561,5
JYNT,15.26584872868632,0.7843301798417085,0.07604762100987957,0.5810279001468429,-0.26337686961,12.1328931615,11.0,4
CATM,15.205440907749557,0.3441709494184474,0.02736686474394515,0.12689258527148084,0.037916238323,12.1322089227,12.25,4
TRXC,15.16621189119429,1.1796531408181894,-0.2581495735603221,-0.36658339316761707,-2.53826755769,1.49609077812,27.9666666667,3
DLTH,15.140170023894743,0.5330347744727301,0.0399135112329923,0.10613556812062466,0.0571742450113,-0.182889963724,-0.180555555556,4
WMT,15.089761650537078,0.24688528219495995,0.06292310619674835,0.1992928792403809,0.00197515181559,1.23103448276,1.28947368421,4
POOL,15.019510619090568,0.2890826959194153,0.17635070176219236,0.6377078355843776,0.0629208214918,0.115643966374,0.128865979381,5
CHCO,14.961836384325029,0.0,0.017803615079115223,0.13579682149842778,0.0,0.276420673695,0.206666666667,5
TLF,14.896802101145408,0.608679837984913,0.025792284526318276,0.03302754725236521,-0.0294286186494,-0.558863916693,-0.5625,4
BAC,14.877114466326137,0.0,0.011269149440096233,0.10358370152184586,0.0,0.543824045634,0.61963190184,5
GNC,14.830870502373642,0.34541444007991534,-0.021272432171100343,0.1694079502853862,-0.0743289558079,-1.50318142734,-1.77108433735,4
SONA,14.712284173748923,1.0,0.012472166127727627,0.0967326078842344,0.0,12.8931958763,9.76923076923,4
ARWR,14.627392798101512,0.0,0.1942996586804132,0.27791180672553384,0.0,-2.24837928879,-2.10769230769,3
INDB,14.538751586285525,0.0,0.013740127199717294,0.11329588538318941,0.0,0.394683730104,0.382445141066,5
DCIX,14.431609150363855,0.3460064147696159,-0.5284954938752673,-0.5534339164643843,15.086,-14.8505,-1.6264,3
AHT,14.425666675659652,0.3660500452833754,-0.024222249127542873,-0.4228090280620028,0.0374910176591,-0.104996613267,-0.0971428571429,4
PETQ,14.378655985953277,0.15136496713563405,-0.017024711324636406,-0.03488471261917091,0.289297377774,13.6457800512,9.2,4
CCXI,14.378582747633319,0.0,-0.2653922126619572,-0.8407424242424243,0.0,0.461544539851,0.289473684211,4
RM,14.329639179828174,0.0,0.03861066514751325,0.14773616748628557,0.0,0.265582119112,0.293729372937,5
MHO,14.179239355069782,0.18453410384195826,0.05325683215265676,0.1258770283747397,0.0,0.493639100456,0.482490272374,5
USM,14.097946873694667,0.7401058734560121,0.020621391256530106,0.036973132856790734,0.0415040794608,11.5,11.5,4
CPHC,14.078038360522456,0.0,0.041555510257107284,0.0550078506786552,0.0,-0.524647963677,-0.5390625,4
GRBK,14.032832831789362,0.21357906171841448,0.06699416016876461,0.11211694904887148,0.297337527814,0.136237723495,0.137254901961,4
EMX,13.930265280883315,0.14431174883803397,0.5408513524097354,0.5724876948183037,-0.3624,8.9226,9.1726,5
ALCO,13.77221641738726,0.49373829252930446,0.09064228008471734,0.1947113528869858,0.0,0.0,0.0,4
NGVC,13.744885520325994,0.2642294777895089,0.028785071870968532,0.06001045211782851,0.0584289786455,-0.256298870547,-0.263157894737,4
PCYO,13.709977214671355,0.3151932403438272,0.057466164805358495,0.06437942650975984,1.29404296114,10.6020738883,9.0,4
APDN,13.591131024704719,0.8371500266557111,-2.4190081450654817,10.24782312626046,0.227937293891,-0.329240876877,18.7755102041,3
SFM,13.584607437132838,0.33557945943952916,0.09461367594207258,0.26907175201460976,0.29430608277,0.000605907599091,0.0512820512821,5
FTNT,13.5830853255123,0.7499444814568066,0.10792722547108512,0.3288457731142348,0.217325164963,9.57995477563,9.88888888889,4
LXP,13.461937654401769,0.8920546670073026,0.07698961352002817,0.17100530803363634,0.0,1.65724501361,1.81818181818,5
ICCH,13.389955568940191,0.43360111482757635,0.02634510624488485,0.06473057407487408,0.296907994979,3.80730351418,3.93103448276,4
FOR,13.282054828724114,0.15316367032453887,0.02266950607954936,0.04082642583199307,4.59679208259,0.0,0.0,4
NNN,13.278413686542542,0.959690746650264,0.0411697828572587,0.07039706324848047,0.0636030956093,0.103686035936,0.137931034483,4
SPWR,13.258870287842285,-0.172112613225884,-0.34475648513654183,3.886471230881282,18.45393229,-0.0470791141062,-0.0572831423895,4
BUSE,13.2500316409463,0.7557451680614998,0.01061838671439765,0.08435769570497052,0.214429647801,0.0406861555879,-0.0693069306931,5
SMTX,13.22825798783521,0.09938230011999645,-0.028095548296692738,-0.14587439472467575,0.709108536079,12.3816964286,10.5,4
NSEC,13.144163793438382,0.4273208801317527,0.02642041394363818,0.07607414750939938,0.178051374346,4.22079589217,4.1935483871,4
SOI,13.13692829461835,0.6364226454897666,0.09252148353601232,0.21381204333585285,2.66379132134,10.6696919692,4.71428571429,4
BPOP,13.115075422847614,0.0,0.01298526400098041,0.11373532973067256,0.0,4.74064133877,4.95098039216,5
FIVN,13.101036012895182,0.5899129893965355,-0.009436543803640283,-0.02317034684258213,0.259487079346,19.5972850679,0.0,4
DLTR,13.084052407397248,0.29819828214207056,0.042248628324461295,0.13221845622561873,0.0134148974451,-1.51986421926,-1.52167414051,3
AEM,13.057285261764562,0.4704527749597142,-0.04160289464592632,-0.07180222821390361,-0.1299,-2.3568,-2.3333,4
TBBK,12.96845198568941,-0.08,0.00911425441531083,0.10641758359700886,-1.00171184023,-0.418575278821,-0.420382165605,5
STFC,12.91175298676658,0.8799290780141844,0.029275808936825885,0.09105115116157933,0.132749018534,5.828125,5.7,5
MC,12.88199477247749,1.0,0.09806391533443626,0.23732744390021385,-0.888416578108,-0.25294995735,-0.358895705521,5
NCMI,12.817680788107808,0.6096511101042139,0.026099141706078122,-0.08097826086956522,0.0,10.92,8.75,4
CBRL,12.772119264491579,0.6969102046224045,0.1412834985533368,0.3694349357543285,0.0218734845216,-0.0978071238188,-0.0989330746848,5
CBL,12.719745891555565,0.0,-0.023532855394208914,-0.13490683507128753,-1.0,0.38449495978,0.236111111111,4
IMAX,12.652261752006332,0.5553644354582387,0.0261492673992674,0.04460316189635681,0.122447988081,8.7457337884,8.0,5
PCAR,12.62015738896794,1.0123256595887757,0.08614180767902552,0.25545508501204484,0.762163620942,0.310351002865,0.313025210084,4
LGL,12.604550056879186,0.3883795737836751,0.046716541978387364,0.05142187900303773,0.247771605736,11.0085470085,6.5,4
JMEI,12.592093297522513,0.2543032333939993,0.022797418617071248,0.0319326485855406,-0.1902,4.0354,4.1772,4
BDC,12.528297520270716,0.372314170183336,-0.1106667656855093,-0.3927865586911247,-0.213114282654,-3.34325083595,-4.02258064516,4
DDS,12.499982878443415,0.3174655089247094,0.049619554177938896,0.10144478518286372,0.0013648433995,-0.230707017766,-0.170439414115,4
RE,12.49258888536442,0.4019199460003798,0.03694404610795083,0.11052986857989089,0.916945908658,8.74834865575,8.75196850394,4
HSBC,12.390208298620585,0.8457703618664192,0.005366041677416732,0.07370082629541537,0.0837,0.3021,0.3125,5
HCAP,12.359603320457405,0.6206440948395633,0.04043097740873161,0.06463085268012012,-0.2584,2.1035,2.16,5
AMRK,12.331154579064776,0.006681361285025769,0.00464584142610461,0.04704412989175687,0.0854192847196,-1.96071533275,-1.66666666667,5
ERYP,12.28320497103849,1.0,-0.22774070543368707,-0.26252386643028774,0.2657,-0.0915,0.3087,4
BDL,12.26773244628908,0.8269220839572469,0.053057959421133005,0.0951958456198951,0.0,-0.00788686429154,-0.010101010101,4
ARE,12.265448045852702,0.22882062647509263,0.026222824321069486,0.05166355328580292,0.147373192904,-0.04256917788,-0.113314447592,5
SIG,12.24835027629624,0.3623372602695084,0.01674842437808576,0.08629150989694094,0.0291095890411,-1.16048068147,-1.11093502377,4
LPX,12.087367159591988,0.26308345120226306,0.15695477506861302,0.2320903423126691,-0.12676056338,0.0123140071832,0.0222222222222,5
PRTS,12.078174353074337,0.3000922834634447,-0.3628703977440702,-2.5777867528271408,0.0698924048221,5.52751073839,5.35714285714,3
CAT,12.06758241667589,0.3239099448119586,0.07829675578596085,0.43657670454545455,0.229792548394,7.1525198939,7.1811023622,5
LIND,12.042546463269975,0.5036289202993537,0.023979265286464768,0.0978249629450898,0.264426233495,1.33388157895,1.27272727273,4
JCAP,12.02431245863967,0.9114274942895794,0.054634912159177734,0.07540832164435855,0.393091993763,-0.183202737005,-0.471428571429,4
